title,link,publication_date,abstract,conclusions,"ml_techniques: (ex: [('Traditional ML', ['regression', 'decision tree', 'svm', 'k-means']), ('DNN', ['cnn', 'rnn', 'lstm', 'deep learning']), ('Gen AI', ['transformer', 'gan', 'diffusion model', 'bert'])])","security_privacy: (ex: [('Attack Types', ['evasion', 'poisoning', 'backdoor', 'membership inference', 'model inversion', 'data reconstruction', 'untargeted poisoning', 'energy latency attack']), ('Attacker Identity', ['patient', 'healthcare practitioner', 'ml service provider', '3rd-party healthcare organization', 'cybercriminals', 'business competitors']), ('Attacker Capability', ['training data control', 'model control', 'testing data control', 'query access', 'explanation access'])])"
Quantification of tissue volume in the hindlimb of mice using microcomputed tomography images and analysing software,https://www.nature.com/articles/s41598-020-65214-7,19 May 2020,"When studying illnesses that cause disturbance in volume such as lymphedema, reliable quantification of tissue volume is important. Lymphedema results in swelling and enlargement of extremities and can be both physically and psychologically stressful to the patient. Experiments in rodent models provide a cost-effective research platform and are important for preclinical research on lymphedema. When performing such research, it can be crucial to measure the changes in tissue volume. Researchers must ensure that the risk of measurement error, when measuring the tissue volume, is as low as possible. The main goal of this article was to perform a comprehensive examination of the intra- and interrater agreement and hereby assess the risk of measurement error when using microcomputed tomography (µCT) images to measure hindlimb volume. We examined the agreement between four raters with different levels of prior experience and found that the risk of measurement error is extremely low when using this method. The main limitation of this method is that it is relatively expensive and time-consuming. The main advantages of this method are that it is easily learned and that it has a high intra- and interrater agreement, even for raters with no prior measuring experience.",Conclusions not available,"Traditional ML, DNN, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Predicting conversion to wet age-related macular degeneration using deep learning,https://www.nature.com/articles/s41591-020-0867-7,18 May 2020,"Progression to exudative ‘wet’ age-related macular degeneration (exAMD) is a major cause of visual deterioration. In patients diagnosed with exAMD in one eye, we introduce an artificial intelligence (AI) system to predict progression to exAMD in the second eye. By combining models based on three-dimensional (3D) optical coherence tomography images and corresponding automatic tissue maps, our system predicts conversion to exAMD within a clinically actionable 6-month time window, achieving a per-volumetric-scan sensitivity of 80% at 55% specificity, and 34% sensitivity at 90% specificity. This level of performance corresponds to true positives in 78% and 41% of individual eyes, and false positives in 56% and 17% of individual eyes at the high sensitivity and high specificity points, respectively. Moreover, we show that automatic tissue segmentation can identify anatomical changes before conversion and high-risk subgroups. This AI system overcomes substantial interobserver variability in expert predictions, performing better than five out of six experts, and demonstrates the potential of using AI to predict disease progression.",Conclusions not available,"DNN, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Machine Learning (ML) based-method applied in recurrent pregnancy loss (RPL) patients diagnostic work-up: a potential innovation in common clinical practice,https://www.nature.com/articles/s41598-020-64512-4,14 May 2020,"RPL is a very debated condition, in which many issues concerning definition, etiological factors to investigate or therapies to apply are still controversial. ML could help clinicians to reach an objectiveness in RPL classification and access to care. Our aim was to stratify RPL patients in different risk classes by applying an ML algorithm, through a diagnostic work-up to validate it for the appropriate prognosis and potential therapeutic approach. 734 patients were enrolled and divided into 4 risk classes, according to the numbers of miscarriages. ML method, called Support Vector Machine (SVM), was used to analyze data. Using the whole set of 43 features and the set of the most informative 18 features we obtained comparable results: respectively 81.86 ± 0.35% and 81.71 ± 0.37% Unbalanced Accuracy. Applying the same method, introducing the only features recommended by ESHRE, a correct classification was obtained only in 58.52 ± 0.58%. ML approach could provide a Support Decision System tool to stratify RPL patients and address them objectively to the proper clinical management.",Conclusions not available,"Traditional ML, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Generation and evaluation of artificial mental health records for Natural Language Processing,https://www.nature.com/articles/s41746-020-0267-x,14 May 2020,"A serious obstacle to the development of Natural Language Processing (NLP) methods in the clinical domain is the accessibility of textual data. The mental health domain is particularly challenging, partly because clinical documentation relies heavily on free text that is difficult to de-identify completely. This problem could be tackled by using artificial medical data. In this work, we present an approach to generate artificial clinical documents. We apply this approach to discharge summaries from a large mental healthcare provider and discharge summaries from an intensive care unit. We perform an extensive intrinsic evaluation where we (1) apply several measures of text preservation; (2) measure how much the model memorises training data; and (3) estimate clinical validity of the generated text based on a human evaluation task. Furthermore, we perform an extrinsic evaluation by studying the impact of using artificial text in a downstream NLP text classification task. We found that using this artificial data as training data can lead to classification results that are comparable to the original results. Additionally, using only a small amount of information from the original data to condition the generation of the artificial data is successful, which holds promise for reducing the risk of these artificial data retaining rare information from the original data. This is an important finding for our long-term goal of being able to generate artificial clinical data that can be released to the wider research community and accelerate advances in developing computational methods that use healthcare data.",Conclusions not available,"DNN, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
"GaitRec, a large-scale ground reaction force dataset of healthy and impaired gait",https://www.nature.com/articles/s41597-020-0481-z,12 May 2020,"The quantification of ground reaction forces (GRF) is a standard tool for clinicians to quantify and analyze human locomotion. Such recordings produce a vast amount of complex data and variables which are difficult to comprehend. This makes data interpretation challenging. Machine learning approaches seem to be promising tools to support clinicians in identifying and categorizing specific gait patterns. However, the quality of such approaches strongly depends on the amount of available annotated data to train the underlying models. Therefore, we present GaitRec, a comprehensive and completely annotated large-scale dataset containing bi-lateral GRF walking trials of 2,084 patients with various musculoskeletal impairments and data from 211 healthy controls. The dataset comprises data of patients after joint replacement, fractures, ligament ruptures, and related disorders at the hip, knee, ankle or calcaneus during their entire stay(s) at a rehabilitation center. The data sum up to a total of 75,732 bi-lateral walking trials and enable researchers to classify gait patterns at a large-scale as well as to analyze the entire recovery process of patients.",Conclusions not available,"Traditional ML, DNN, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
The usefulness of the Deep Learning method of variational autoencoder to reduce measurement noise in glaucomatous visual fields,https://www.nature.com/articles/s41598-020-64869-6,12 May 2020,"The aim of the study was to investigate the usefulness of processing visual field (VF) using a variational autoencoder (VAE). The training data consisted of 82,433 VFs from 16,836 eyes. Testing dataset 1 consisted of test-retest VFs from 104 eyes with open angle glaucoma. Testing dataset 2 was series of 10 VFs from 638 eyes with open angle glaucoma. A VAE model to reconstruct VF was developed using the training dataset. VFs in the testing dataset 1 were then reconstructed using the trained VAE and the mean total deviation (mTD) was calculated (mTDVAE). In testing dataset 2, the mTD value of the tenth VF was predicted using shorter series of VFs. A similar calculation was carried out using a weighted linear regression where the weights were equal to the absolute difference between mTD and mTDVAE. In testing dataset 1, there was a significant relationship between the difference between mTD and mTDVAE from the first VF and the difference between mTD in the first and second VFs. In testing dataset 2, mean squared prediction errors with the weighted mTD trend analysis were significantly smaller than those form the unweighted mTD trend analysis.",Conclusions not available,"Traditional ML, DNN, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Novel artificial intelligence system increases the detection of prostate cancer in whole slide images of core needle biopsies,https://www.nature.com/articles/s41379-020-0551-y,11 May 2020,"Prostate cancer (PrCa) is the second most common cancer among men in the United States. The gold standard for detecting PrCa is the examination of prostate needle core biopsies. Diagnosis can be challenging, especially for small, well-differentiated cancers. Recently, machine learning algorithms have been developed for detecting PrCa in whole slide images (WSIs) with high test accuracy. However, the impact of these artificial intelligence systems on pathologic diagnosis is not known. To address this, we investigated how pathologists interact with Paige Prostate Alpha, a state-of-the-art PrCa detection system, in WSIs of prostate needle core biopsies stained with hematoxylin and eosin. Three AP-board certified pathologists assessed 304 anonymized prostate needle core biopsy WSIs in 8 hours. The pathologists classified each WSI as benign or cancerous. After ~4 weeks, pathologists were tasked with re-reviewing each WSI with the aid of Paige Prostate Alpha. For each WSI, Paige Prostate Alpha was used to perform cancer detection and, for WSIs where cancer was detected, the system marked the area where cancer was detected with the highest probability. The original diagnosis for each slide was rendered by genitourinary pathologists and incorporated any ancillary studies requested during the original diagnostic assessment. Against this ground truth, the pathologists and Paige Prostate Alpha were measured. Without Paige Prostate Alpha, pathologists had an average sensitivity of 74% and an average specificity of 97%. With Paige Prostate Alpha, the average sensitivity for pathologists significantly increased to 90% with no statistically significant change in specificity. With Paige Prostate Alpha, pathologists more often correctly classified smaller, lower grade tumors, and spent less time analyzing each WSI. Future studies will investigate if similar benefit is yielded when such a system is used to detect other forms of cancer in a setting that more closely emulates real practice.",Conclusions not available,"DNN, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Isocitrate dehydrogenase (IDH) status prediction in histopathology images of gliomas using deep learning,https://www.nature.com/articles/s41598-020-64588-y,07 May 2020,"Mutations in isocitrate dehydrogenase genes IDH1 and IDH2 are frequently found in diffuse and anaplastic astrocytic and oligodendroglial tumours as well as in secondary glioblastomas. As IDH is a very important prognostic, diagnostic and therapeutic biomarker for glioma, it is of paramount importance to determine its mutational status. The haematoxylin and eosin (H&E) staining is a valuable tool in precision oncology as it guides histopathology-based diagnosis and proceeding patient’s treatment. However, H&E staining alone does not determine the IDH mutational status of a tumour. Deep learning methods applied to MRI data have been demonstrated to be a useful tool in IDH status prediction, however the effectiveness of deep learning on H&E slides in the clinical setting has not been investigated so far. Furthermore, the performance of deep learning methods in medical imaging has been practically limited by small sample sizes currently available. Here we propose a data augmentation method based on the Generative Adversarial Networks (GAN) deep learning methodology, to improve the prediction performance of IDH mutational status using H&E slides. The H&E slides were acquired from 266 grade II-IV glioma patients from a mixture of public and private databases, including 130 IDH-wildtype and 136 IDH-mutant patients. A baseline deep learning model without data augmentation achieved an accuracy of 0.794 (AUC = 0.920). With GAN-based data augmentation, the accuracy of the IDH mutational status prediction was improved to 0.853 (AUC = 0.927) when the 3,000 GAN generated training samples were added to the original training set (24,000 samples). By integrating also patients’ age into the model, the accuracy improved further to 0.882 (AUC = 0.931). Our findings show that deep learning methodology, enhanced by GAN data augmentation, can support physicians in gliomas’ IDH status prediction.",Conclusions not available,"Traditional ML, DNN, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Prediction of the Mortality Risk in Peritoneal Dialysis Patients using Machine Learning Models: A Nation-wide Prospective Cohort in Korea,https://www.nature.com/articles/s41598-020-64184-0,04 May 2020,"Herein, we aim to assess mortality risk prediction in peritoneal dialysis patients using machine-learning algorithms for proper prognosis prediction. A total of 1,730 peritoneal dialysis patients in the CRC for ESRD prospective cohort from 2008 to 2014 were enrolled in this study. Classification algorithms were used for prediction of N-year mortality including neural network. The survival hazard ratio was presented by machine-learning algorithms using survival statistics and was compared to conventional algorithms. A survival-tree algorithm presented the most accurate prediction model and outperformed a conventional method such as Cox regression (concordance index 0.769 vs 0.745). Among various survival decision-tree models, the modified Charlson Comorbidity index (mCCI) was selected as the best predictor of mortality. If peritoneal dialysis patients with high mCCI (>4) were aged ≥70.5 years old, the survival hazard ratio was predicted as 4.61 compared to the overall study population. Among the various algorithm using longitudinal data, the AUC value of logistic regression was augmented at 0.804. In addition, the deep neural network significantly improved performance to 0.841. We propose machine learning-based final model, mCCI and age were interrelated as notable risk factors for mortality in Korean peritoneal dialysis patients.",Conclusions not available,"Traditional ML, DNN, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Machine learning approach for prediction of hearing preservation in vestibular schwannoma surgery,https://www.nature.com/articles/s41598-020-64175-1,28 Apr 2020,"In vestibular schwannoma patients with functional hearing status, surgical resection while preserving the hearing is feasible. Hearing levels, tumor size, and location of the tumor have been known to be candidates of predictors. We used a machine learning approach to predict hearing outcomes in vestibular schwannoma patients who underwent hearing preservation surgery: middle cranial fossa, or retrosigmoid approach. After reviewing the medical records of 52 patients with a pathologically confirmed vestibular schwannoma, we included 50 patient’s records in the study. Hearing preservation was regarded as positive if the postoperative hearing was within serviceable hearing (50/50 rule). The categorical variable included the surgical approach, and the continuous variable covered audiometric and vestibular function tests, and the largest diameter of the tumor. Four different algorithms were lined up for comparison of accuracy: support vector machine(SVM), gradient boosting machine(GBM), deep neural network(DNN), and diffuse random forest(DRF). The average accuracy of predicting hearing preservation ranged from 62% (SVM) to 90% (DNN). The current study is the first to incorporate machine learning methodology into a prediction of successful hearing preservation surgery. Although a larger population may be needed for better generalization, this study could aid the surgeon’s decision to perform a hearing preservation approach for vestibular schwannoma surgery.",Conclusions not available,"Traditional ML, DNN",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Accuracy of a new intraocular lens power calculation method based on artificial intelligence,https://www.nature.com/articles/s41433-020-0883-3,28 Apr 2020,The purpose of this study is to develop and assess the accuracy of a new intraocular lens (IOL) power calculation method based on machine learning techniques.,"The Karmona model proposed here emerged as more accurate than the third-generation formula Haigis, the fourth generation Holladay 2 and Barrett Universal II, and the fifth-generation Hill-RBF. We are presently preparing an open source web site where an updated version of Karmona will be available in Shiny from RStudio [16].Summary
What was known before


Intraocular lens power calculation methods and formulas.


What this study adds


To develop and assess a new intraocular lens power calculation method based on machine learning techniques.","Traditional ML, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
BEHRT: Transformer for Electronic Health Records,https://www.nature.com/articles/s41598-020-62922-y,28 Apr 2020,"Today, despite decades of developments in medicine and the growing interest in precision healthcare, vast majority of diagnoses happen once patients begin to show noticeable signs of illness. Early indication and detection of diseases, however, can provide patients and carers with the chance of early intervention, better disease management, and efficient allocation of healthcare resources. The latest developments in machine learning (including deep learning) provides a great opportunity to address this unmet need. In this study, we introduce BEHRT: A deep neural sequence transduction model for electronic health records (EHR), capable of simultaneously predicting the likelihood of 301 conditions in one’s future visits. When trained and evaluated on the data from nearly 1.6 million individuals, BEHRT shows a striking improvement of 8.0–13.2% (in terms of average precision scores for different tasks), over the existing state-of-the-art deep EHR models. In addition to its scalability and superior accuracy, BEHRT enables personalised interpretation of its predictions; its flexible architecture enables it to incorporate multiple heterogeneous concepts (e.g., diagnosis, medication, measurements, and more) to further improve the accuracy of its predictions; its (pre-)training results in disease and patient representations can be useful for future studies (i.e., transfer learning).",Conclusions not available,"Traditional ML, DNN, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Prediction of Intracranial Aneurysm Risk using Machine Learning,https://www.nature.com/articles/s41598-020-63906-8,24 Apr 2020,"An efficient method for identifying subjects at high risk of an intracranial aneurysm (IA) is warranted to provide adequate radiological screening guidelines and effectively allocate medical resources. We developed a model for pre-diagnosis IA prediction using a national claims database and health examination records. Data from the National Health Screening Program in Korea were utilized as input for several machine learning algorithms: logistic regression (LR), random forest (RF), scalable tree boosting system (XGB), and deep neural networks (DNN). Algorithm performance was evaluated through the area under the receiver operating characteristic curve (AUROC) using different test data from that employed for model training. Five risk groups were classified in ascending order of risk using model prediction probabilities. Incidence rate ratios between the lowest- and highest-risk groups were then compared. The XGB model produced the best IA risk prediction (AUROC of 0.765) and predicted the lowest IA incidence (3.20) in the lowest-risk group, whereas the RF model predicted the highest IA incidence (161.34) in the highest-risk group. The incidence rate ratios between the lowest- and highest-risk groups were 49.85, 35.85, 34.90, and 30.26 for the XGB, LR, DNN, and RF models, respectively. The developed prediction model can aid future IA screening strategies.",Conclusions not available,"Traditional ML, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
"Development and validation of a deep neural network model to predict postoperative mortality, acute kidney injury, and reintubation using a single feature set",https://www.nature.com/articles/s41746-020-0248-0,20 Apr 2020,"During the perioperative period patients often suffer complications, including acute kidney injury (AKI), reintubation, and mortality. In order to effectively prevent these complications, high-risk patients must be readily identified. However, most current risk scores are designed to predict a single postoperative complication and often lack specificity on the patient level. In other fields, machine learning (ML) has been shown to successfully create models to predict multiple end points using a single input feature set. We hypothesized that ML can be used to create models to predict postoperative mortality, AKI, reintubation, and a combined outcome using a single set of features available at the end of surgery. A set of 46 features available at the end of surgery, including drug dosing, blood loss, vital signs, and others were extracted. Additionally, six additional features accounting for total intraoperative hypotension were extracted and trialed for different models. A total of 59,981 surgical procedures met inclusion criteria and the deep neural networks (DNN) were trained on 80% of the data, with 20% reserved for testing. The network performances were then compared to ASA Physical Status. In addition to creating separate models for each outcome, a multitask learning model was trialed that used information on all outcomes to predict the likelihood of each outcome individually. The overall rate of the examined complications in this data set was 0.79% for mortality, 22.3% (of 21,676 patients with creatinine values) for AKI, and 1.1% for reintubation. Overall, there was significant overlap between the various model types for each outcome, with no one modeling technique consistently performing the best. However, the best DNN models did beat the ASA score for all outcomes other than mortality. The highest area under the receiver operating characteristic curve (AUC) models were 0.792 (0.775–0.808) for AKI, 0.879 (0.851–0.905) for reintubation, 0.907 (0.872–0.938) for mortality, and 0.874 (0.864–0.866) for any outcome. The ASA score alone achieved AUCs of 0.652 (0.636–0.669) for AKI, 0.787 (0.757–0.818) for reintubation, 0.839 (0.804–0.875) for mortality, and 0.76 (0.748–0.773) for any outcome. Overall, the DNN architecture was able to create models that outperformed the ASA physical status to predict all outcomes based on a single feature set, consisting of objective data available at the end of surgery. No one model architecture consistently performed the best.",Conclusions not available,"Traditional ML, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Influence of genetic factors in elbow tendon pathology: a case-control study,https://www.nature.com/articles/s41598-020-63030-7,16 Apr 2020,"Elbow tendinopathy is a common pathology of the upper extremity that impacts both athletes and workers. Some research has examined the genetic component as a risk factor for tendinopathy, mainly in the lower limbs. A case-control study was designed to test for a relationship between certain collagen gene single nucleotide polymorphisms (SNPs) and elbow tendon pathology. A sample of 137 young adult athletes whose sports participation involves loading of the upper limb were examined for the presence of structural abnormalities indicative of pathology in the tendons of the lateral and medial elbow using ultrasound imaging and genotyped for the following SNPs: COL5A1 rs12722, COL11A1 rs3753841, COL11A1 rs1676486, and COL11A2 rs1799907. Anthropometric measurements and data on participants’ elbow pain and dysfunction were collected using the Disabilities of the Arm, Shoulder and Hand and the Mayo Clinic Performance Index for the Elbow questionnaires. Results showed that participants in the structural abnormality group had significantly higher scores in pain and dysfunction. A significant relationship between COL11A1 rs3753841 genotype and elbow tendon pathology was found (p = 0.024), with the CT variant associated with increased risk of pathology.","In the present study, the genotype for SNP COL11A1 rs3753841 was associated with elbow tendon pathology; subjects in the pathology group were significantly more likely to have the CT genotype. None of the other SNPs studied showed a significant association. Significant relationships were also found between the anthropometric variables BMI, percent body fat, and waist circumference and elbow tendon pathology.","Traditional ML, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Resolving challenges in deep learning-based analyses of histopathological images using explanation methods,https://www.nature.com/articles/s41598-020-62724-2,14 Apr 2020,"Deep learning has recently gained popularity in digital pathology due to its high prediction quality. However, the medical domain requires explanation and insight for a better understanding beyond standard quantitative performance evaluation. Recently, many explanation methods have emerged. This work shows how heatmaps generated by these explanation methods allow to resolve common challenges encountered in deep learning-based digital histopathology analyses. We elaborate on biases which are typically inherent in histopathological image data. In the binary classification task of tumour tissue discrimination in publicly available haematoxylin-eosin-stained images of various tumour entities, we investigate three types of biases: (1) biases which affect the entire dataset, (2) biases which are by chance correlated with class labels and (3) sampling biases. While standard analyses focus on patch-level evaluation, we advocate pixel-wise heatmaps, which offer a more precise and versatile diagnostic instrument. This insight is shown to not only be helpful to detect but also to remove the effects of common hidden biases, which improves generalisation within and across datasets. For example, we could see a trend of improved area under the receiver operating characteristic (ROC) curve by 5% when reducing a labelling bias. Explanation techniques are thus demonstrated to be a helpful and highly relevant tool for the development and the deployment phases within the life cycle of real-world applications in digital pathology.",Conclusions not available,"Traditional ML, DNN, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Protected Health Information filter (Philter): accurately and securely de-identifying free-text clinical notes,https://www.nature.com/articles/s41746-020-0258-y,14 Apr 2020,"There is a great and growing need to ascertain what exactly is the state of a patient, in terms of disease progression, actual care practices, pathology, adverse events, and much more, beyond the paucity of data available in structured medical record data. Ascertaining these harder-to-reach data elements is now critical for the accurate phenotyping of complex traits, detection of adverse outcomes, efficacy of off-label drug use, and longitudinal patient surveillance. Clinical notes often contain the most detailed and relevant digital information about individual patients, the nuances of their diseases, the treatment strategies selected by physicians, and the resulting outcomes. However, notes remain largely unused for research because they contain Protected Health Information (PHI), which is synonymous with individually identifying data. Previous clinical note de-identification approaches have been rigid and still too inaccurate to see any substantial real-world use, primarily because they have been trained with too small medical text corpora. To build a new de-identification tool, we created the largest manually annotated clinical note corpus for PHI and develop a customizable open-source de-identification software called Philter (“Protected Health Information filter”). Here we describe the design and evaluation of Philter, and show how it offers substantial real-world improvements over prior methods.",Conclusions not available,Gen AI,Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Artificial intelligence for the diagnosis of heart failure,https://www.nature.com/articles/s41746-020-0261-3,08 Apr 2020,"The diagnosis of heart failure can be difficult, even for heart failure specialists. Artificial Intelligence-Clinical Decision Support System (AI-CDSS) has the potential to assist physicians in heart failure diagnosis. The aim of this work was to evaluate the diagnostic accuracy of an AI-CDSS for heart failure. AI-CDSS for cardiology was developed with a hybrid (expert-driven and machine-learning-driven) approach of knowledge acquisition to evolve the knowledge base with heart failure diagnosis. A retrospective cohort of 1198 patients with and without heart failure was used for the development of AI-CDSS (training dataset, n = 600) and to test the performance (test dataset, n = 598). A prospective clinical pilot study of 97 patients with dyspnea was used to assess the diagnostic accuracy of AI-CDSS compared with that of non-heart failure specialists. The concordance rate between AI-CDSS and heart failure specialists was evaluated. In retrospective cohort, the concordance rate was 98.3% in the test dataset. The concordance rate for patients with heart failure with reduced ejection fraction, heart failure with mid-range ejection fraction, heart failure with preserved ejection fraction, and no heart failure was 100%, 100%, 99.6%, and 91.7%, respectively. In a prospective pilot study of 97 patients presenting with dyspnea to the outpatient clinic, 44% had heart failure. The concordance rate between AI-CDSS and heart failure specialists was 98%, whereas that between non-heart failure specialists and heart failure specialists was 76%. In conclusion, AI-CDSS showed a high diagnostic accuracy for heart failure. Therefore, AI-CDSS may be useful for the diagnosis of heart failure, especially when heart failure specialists are not available.",Conclusions not available,"Traditional ML, DNN",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
A mountable toilet system for personalized health monitoring via the analysis of excreta,https://www.nature.com/articles/s41551-020-0534-9,06 Apr 2020,"Technologies for the longitudinal monitoring of a person’s health are poorly integrated with clinical workflows, and have rarely produced actionable biometric data for healthcare providers. Here, we describe easily deployable hardware and software for the long-term analysis of a user’s excreta through data collection and models of human health. The ‘smart’ toilet, which is self-contained and operates autonomously by leveraging pressure and motion sensors, analyses the user’s urine using a standard-of-care colorimetric assay that traces red–green–blue values from images of urinalysis strips, calculates the flow rate and volume of urine using computer vision as a uroflowmeter, and classifies stool according to the Bristol stool form scale using deep learning, with performance that is comparable to the performance of trained medical personnel. Each user of the toilet is identified through their fingerprint and the distinctive features of their anoderm, and the data are securely stored and analysed in an encrypted cloud server. The toilet may find uses in the screening, diagnosis and longitudinal monitoring of specific patient populations.",Conclusions not available,"DNN, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
The cutaneous microbiome in hospitalized patients with pressure ulcers,https://www.nature.com/articles/s41598-020-62918-8,06 Apr 2020,This study investigated whether there are differences in the composition of the cutaneous microbiome of the unaffected skin between patients with pressure ulcers compared with those without pressure ulcers. The cutaneous microbiome of the unaffected skin of 15 patients with sacral pressure ulcers compared to 15 patients without pressure ulcers was analysed. It demonstrated that the inter-individual variation in skin microbiota of patients with pressure ulcers was significantly higher (P = 0.01). The abundance of 23 species was significantly different with Staphylococcus aureus and unclassified Enterococcus the most abundant species in patients with pressure ulcers. Random Forest models showed that eight species were associated with pressure ulcers occurrence in 81% of the patients. A subset of four species gave the strongest interaction. The presence of unclassified Enterococcus had the highest association with pressure ulcer occurrence. This study is the first to demonstrate that the cutaneous microbiome is altered in patients with pressure ulcers.,Conclusions not available,Gen AI,Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Classifying post-traumatic stress disorder using the magnetoencephalographic connectome and machine learning,https://www.nature.com/articles/s41598-020-62713-5,03 Apr 2020,"Given the subjective nature of conventional diagnostic methods for post-traumatic stress disorder (PTSD), an objectively measurable biomarker is highly desirable; especially to clinicians and researchers. Macroscopic neural circuits measured using magnetoencephalography (MEG) has previously been shown to be indicative of the PTSD phenotype and severity. In the present study, we employed a machine learning-based classification framework using MEG neural synchrony to distinguish combat-related PTSD from trauma-exposed controls. Support vector machine (SVM) was used as the core classification algorithm. A recursive random forest feature selection step was directly incorporated in the nested SVM cross validation process (CV-SVM-rRF-FS) for identifying the most important features for PTSD classification. For the five frequency bands tested, the CV-SVM-rRF-FS analysis selected the minimum numbers of edges per frequency that could serve as a PTSD signature and be used as the basis for SVM modelling. Many of the selected edges have been reported previously to be core in PTSD pathophysiology, with frequency-specific patterns also observed. Furthermore, the independent partial least squares discriminant analysis suggested low bias in the machine learning process. The final SVM models built with selected features showed excellent PTSD classification performance (area-under-curve value up to 0.9). Testament to its robustness when distinguishing individuals from a heavily traumatised control group, these developments for a classification model for PTSD also provide a comprehensive machine learning-based computational framework for classifying other mental health challenges using MEG connectome profiles.",Conclusions not available,"Traditional ML, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Evaluating the performance of raw and epoch non-wear algorithms using multiple accelerometers and electrocardiogram recordings,https://www.nature.com/articles/s41598-020-62821-2,03 Apr 2020,"Accurate detection of accelerometer non-wear time is crucial for calculating physical activity summary statistics. In this study, we evaluated three epoch-based non-wear algorithms (Hecht, Troiano, and Choi) and one raw-based algorithm (Hees). In addition, we performed a sensitivity analysis to provide insight into the relationship between the algorithms’ hyperparameters and classification performance, as well as to generate tuned hyperparameter values to better detect episodes of wear and non-wear time. We used machine learning to construct a gold-standard dataset by combining two accelerometers and electrocardiogram recordings. The Hecht and Troiano algorithms achieved poor classification performance, while Choi exhibited moderate performance. Meanwhile, Hees outperformed all epoch-based algorithms. The sensitivity analysis and hyperparameter tuning revealed that all algorithms were able to achieve increased classification performance by employing larger intervals and windows, while more stringently defining artificial movement. These classification gains were associated with the ability to lower the false positives (type I error) and do not necessarily indicate a more accurate detection of the total non-wear time. Moreover, our results indicate that with tuned hyperparameters, epoch-based non-wear algorithms are able to perform just as well as raw-based non-wear algorithms with respect to their ability to correctly detect true wear and non-wear episodes.",Conclusions not available,"Traditional ML, DNN, Gen AI",Attack Types: ; Attacker Identity: patient; Attacker Capability: 
Personalized predictions of patient outcomes during and after hospitalization using artificial intelligence,https://www.nature.com/articles/s41746-020-0249-z,03 Apr 2020,"Hospital systems, payers, and regulators have focused on reducing length of stay (LOS) and early readmission, with uncertain benefit. Interpretable machine learning (ML) may assist in transparently identifying the risk of important outcomes. We conducted a retrospective cohort study of hospitalizations at a tertiary academic medical center and its branches from January 2011 to May 2018. A consecutive sample of all hospitalizations in the study period were included. Algorithms were trained on medical, sociodemographic, and institutional variables to predict readmission, length of stay (LOS), and death within 48–72 h. Prediction performance was measured by area under the receiver operator characteristic curve (AUC), Brier score loss (BSL), which measures how well predicted probability matches observed probability, and other metrics. Interpretations were generated using multiple feature extraction algorithms. The study cohort included 1,485,880 hospitalizations for 708,089 unique patients (median age of 59 years, first and third quartiles (QI) [39, 73]; 55.6% female; 71% white). There were 211,022 30-day readmissions for an overall readmission rate of 14% (for patients ≥65 years: 16%). Median LOS, including observation and labor and delivery patients, was 2.94 days (QI [1.67, 5.34]), or, if these patients are excluded, 3.71 days (QI [2.15, 6.51]). Predictive performance was as follows: 30-day readmission (AUC 0.76/BSL 0.11); LOS > 5 days (AUC 0.84/BSL 0.15); death within 48–72 h (AUC 0.91/BSL 0.001). Explanatory diagrams showed factors that impacted each prediction.",Conclusions not available,"Traditional ML, DNN, Gen AI",Attack Types: poisoning; Attacker Identity: patient; Attacker Capability: 
